,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,kfold
2164,FDG33,5.365,Regular,0.141033536,Seafood,173.6764,OUT017,2007,,Tier 2,Supermarket Type1,858.882,2
2165,FDN23,,Regular,0.075142108,Breads,145.8444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3773.7544,2
2166,DRI25,19.6,Low Fat,0.033970195,Soft Drinks,55.1614,OUT045,2002,,Tier 2,Supermarket Type1,1381.535,1
2167,FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,,Tier 2,Supermarket Type1,1498.05,0
2168,DRL37,,Low Fat,0.053113720999999996,Soft Drinks,44.376999999999995,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,0
2169,DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.0716,4
2170,FDR39,20.35,Low Fat,0.083799283,Meat,184.1292,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.1504,4
2171,NCK29,5.615,Low Fat,0.125964559,Health and Hygiene,124.773,OUT049,1999,Medium,Tier 1,Supermarket Type1,2956.152,2
2172,DRG15,6.13,Low Fat,0.0,Dairy,60.1536,OUT013,1987,High,Tier 3,Supermarket Type1,1102.5648,0
2173,NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,2007,,Tier 2,Supermarket Type1,2516.724,3
2174,FDK08,,Regular,0.12171245900000001,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,3
2175,DRF37,,Low Fat,0.0,Soft Drinks,261.291,OUT019,1985,Small,Tier 1,Grocery Store,788.9730000000001,2
2176,FDJ34,,Regular,0.093202196,Snack Foods,125.5704,OUT027,1985,Medium,Tier 3,Supermarket Type3,1001.3632,3
2177,FDP22,14.65,Regular,0.09933321699999999,Snack Foods,51.3666,OUT045,2002,,Tier 2,Supermarket Type1,1076.5986,3
2178,FDL04,19.0,Low Fat,0.111902259,Frozen Foods,105.4622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196,0
2179,FDQ32,17.85,Regular,0.04668096099999999,Fruits and Vegetables,121.9388,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416,2
2180,FDO46,9.6,Regular,0.0,Snack Foods,191.0872,OUT017,2007,,Tier 2,Supermarket Type1,4349.0056,2
2181,NCO42,21.25,Low Fat,0.024756031,Household,146.7102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1603.9122,4
2182,FDV58,20.85,Low Fat,0.12125037400000001,Snack Foods,193.9452,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616,0
2183,NCJ29,,Low Fat,0.035022502999999996,Health and Hygiene,85.1224,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.3376,1
2184,FDV07,,Low Fat,0.031131455,Fruits and Vegetables,111.0228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612,4
2185,DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.8339999999998,2
2186,FDD28,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464,4
2187,DRJ49,6.865,Low Fat,0.014072399,Soft Drinks,127.3652,OUT017,2007,,Tier 2,Supermarket Type1,1679.1476,3
2188,FDZ23,,Regular,0.067175915,Baking Goods,187.12400000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48,2
2189,NCH42,6.86,Low Fat,0.061155983,Household,228.40099999999998,OUT010,1998,,Tier 3,Grocery Store,229.701,0
2190,FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,2007,,Tier 2,Supermarket Type1,3010.7476,0
2191,FDV58,20.85,Low Fat,0.12122744699999999,Snack Foods,197.5452,OUT035,2004,Small,Tier 2,Supermarket Type1,4306.3944,2
2192,FDV52,20.7,Regular,0.12220809099999999,Frozen Foods,119.7466,OUT017,2007,,Tier 2,Supermarket Type1,4006.7844,0
2193,FDB49,8.3,Regular,0.030274175,Baking Goods,98.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.2296,1
2194,FDL13,13.85,Regular,0.09426573699999999,Breakfast,233.93,OUT010,1998,,Tier 3,Grocery Store,233.03,3
2195,FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856,0
2196,NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532,0
2197,FDY21,,Low Fat,0.17264121300000002,Snack Foods,195.111,OUT027,1985,Medium,Tier 3,Supermarket Type3,5303.097,4
2198,FDJ53,10.5,Low Fat,0.071660976,Frozen Foods,119.7098,OUT017,2007,,Tier 2,Supermarket Type1,2410.196,3
2199,DRF13,12.1,Low Fat,0.0,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212,3
2200,FDT01,13.65,Regular,0.18520944,Canned,212.9902,OUT017,2007,,Tier 2,Supermarket Type1,3185.853,0
2201,FDY44,,Regular,0.024286377999999997,Fruits and Vegetables,194.71099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33,3
2202,NCN17,11.0,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728,4
2203,NCX30,16.7,Low Fat,0.026620627,Household,249.2776,OUT046,1997,Small,Tier 1,Supermarket Type1,4210.5192,1
2204,FDQ24,15.7,Low Fat,0.07396678599999999,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,4
2205,FDU07,11.1,Low Fat,0.059968347000000005,Fruits and Vegetables,152.8366,OUT045,2002,,Tier 2,Supermarket Type1,1662.5026,0
2206,NCV06,11.3,Low Fat,0.066625843,Household,194.2478,OUT013,1987,High,Tier 3,Supermarket Type1,2712.4692,3
2207,FDT55,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,OUT045,2002,,Tier 2,Supermarket Type1,1104.5622,4
2208,FDL03,19.25,Regular,0.027190917000000002,Meat,194.81099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2160.521,1
2209,FDQ11,5.695,Regular,0.067688124,Breads,258.8988,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.9748,1
2210,FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,2
2211,FDU19,,Regular,0.046544984000000005,Fruits and Vegetables,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,2
2212,FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,,Tier 2,Supermarket Type1,3111.9492,2
2213,DRF13,12.1,Low Fat,0.02984176,Soft Drinks,144.4444,OUT045,2002,,Tier 2,Supermarket Type1,3628.61,4
2214,FDD02,16.6,LF,0.0,Canned,118.8124,OUT046,1997,Small,Tier 1,Supermarket Type1,2607.2728,4
2215,FDR55,12.15,Regular,0.132621594,Fruits and Vegetables,190.1872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781.744,3
2216,FDG17,6.865,Regular,0.036042938999999996,Frozen Foods,244.4486,OUT017,2007,,Tier 2,Supermarket Type1,4153.9262,1
2217,FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396,3
2218,FDP32,6.65,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,1997,Small,Tier 1,Supermarket Type1,2416.1882,0
2219,FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5359.69,0
2220,FDV44,8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.1879999999999,4
2221,FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.8896,1
2222,FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,2002,,Tier 2,Supermarket Type1,1789.6704,4
2223,DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.4784,0
2224,FDT26,18.85,Regular,0.06823032,Dairy,121.044,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.9720000000002,3
2225,DRL23,18.35,Low Fat,0.015328106000000001,Hard Drinks,107.5938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1822.2946,1
2226,NCM54,,Low Fat,0.08918772,Household,128.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,1
2227,FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,4
2228,FDE09,,Low Fat,0.021498767999999998,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.3648,3
2229,FDA44,19.7,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488,1
2230,FDB56,,Regular,0.0,Fruits and Vegetables,188.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,4693.89,1
2231,NCP50,17.35,Low Fat,0.020555958,Others,79.4618,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596,3
2232,FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,3
2233,FDD34,7.945,Low Fat,0.01596609,Snack Foods,163.52100000000002,OUT017,2007,,Tier 2,Supermarket Type1,1794.3310000000001,3
2234,FDW24,6.8,Low Fat,0.037465846000000004,Baking Goods,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,534.6374,4
2235,DRJ51,14.1,Low Fat,0.088172355,Dairy,232.2668,OUT045,2002,,Tier 2,Supermarket Type1,4146.6024,3
2236,FDS39,,Low Fat,0.022351807999999997,Meat,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842000000001,2
2237,NCO30,,Low Fat,0.027532257999999997,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,551.2824,1
2238,FDX19,19.1,Low Fat,0.09712786699999999,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,3
2239,FDW12,8.315,reg,0.035627489,Baking Goods,146.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,870.8664,2
2240,FDE14,13.65,Regular,0.031439206000000004,Canned,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1,2596.62,0
2241,NCP50,17.35,Low Fat,0.0,Others,79.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,2
2242,FDW45,18.0,Low Fat,0.039071642000000004,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,0
2243,FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673.8844,1
2244,FDD53,,Low Fat,0.044008347,Frozen Foods,43.7454,OUT027,1985,Medium,Tier 3,Supermarket Type3,671.1264,0
2245,FDC20,10.65,Low Fat,0.0,Fruits and Vegetables,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997,4
2246,FDF59,12.5,LF,0.07153422599999999,Starchy Foods,124.902,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.0279999999998,0
2247,FDU26,,Regular,0.07462029099999999,Dairy,120.1782,OUT019,1985,Small,Tier 1,Grocery Store,357.5346,4
2248,FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,1
2249,FDS36,8.38,Regular,0.047152554000000006,Baking Goods,110.15700000000001,OUT017,2007,,Tier 2,Supermarket Type1,3185.853,1
2250,FDZ13,7.84,Regular,0.153806271,Canned,51.335,OUT045,2002,,Tier 2,Supermarket Type1,1198.44,1
2251,FDD11,12.85,LF,0.0,Starchy Foods,253.00400000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06,4
2252,FDB17,13.15,Low Fat,0.036672107,Frozen Foods,182.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.2448,2
2253,NCA30,19.0,low fat,0.129534812,Household,190.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,5105.3544,0
2254,FDE11,17.7,Regular,0.0,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,0
2255,FDC37,15.5,Low Fat,0.032845997,Baking Goods,106.7938,OUT013,1987,High,Tier 3,Supermarket Type1,3215.8140000000003,0
2256,FDR23,15.85,Low Fat,0.0,Breads,174.737,OUT017,2007,,Tier 2,Supermarket Type1,2822.992,4
2257,FDL57,,Regular,0.11744283800000001,Snack Foods,257.7304,OUT019,1985,Small,Tier 1,Grocery Store,774.9912,4
2258,FDF59,12.5,Low Fat,0.071230537,Starchy Foods,128.102,OUT035,2004,Small,Tier 2,Supermarket Type1,885.5139999999999,2
2259,FDT07,5.82,reg,0.0,Fruits and Vegetables,256.633,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.6639999999998,3
2260,FDZ15,13.1,Low Fat,0.0,Dairy,117.8782,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.0986,4
2261,FDU57,8.27,Regular,0.149895348,Snack Foods,152.0708,OUT010,1998,,Tier 3,Grocery Store,451.4124,0
2262,FDZ19,,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Medium,Tier 3,Supermarket Type3,4921.5936,0
2263,FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Medium,Tier 1,Supermarket Type1,2087.283,2
2264,FDZ09,17.6,Low Fat,0.10487896699999999,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802,2
2265,FDB46,10.5,Regular,0.093746136,Snack Foods,211.9244,OUT035,2004,Small,Tier 2,Supermarket Type1,4869.6612,4
2266,FDZ60,,Low Fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,4
2267,FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,,Tier 2,Supermarket Type1,1010.6844,1
2268,FDG08,13.15,Regular,0.0,Fruits and Vegetables,171.9764,OUT017,2007,,Tier 2,Supermarket Type1,2404.8696,2
2269,NCP17,19.35,Low Fat,0.02775746,Health and Hygiene,62.5168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.0032,3
2270,FDP10,19.0,Low Fat,0.127983545,Snack Foods,107.6622,OUT013,1987,High,Tier 3,Supermarket Type1,1270.3464,3
2271,FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,0
2272,FDN09,,low fat,0.034705807000000005,Snack Foods,241.6828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4873.656,3
2273,FDN51,17.85,Regular,0.020989307999999998,Meat,260.7936,OUT045,2002,,Tier 2,Supermarket Type1,4697.8848,2
2274,FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,3
2275,FDH60,19.7,Regular,0.0,Baking Goods,194.41099999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686,3
2276,FDN01,,Low Fat,0.07204818,Breakfast,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6881.043000000001,0
2277,FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924,0
2278,FDS51,,LF,0.032024659,Meat,62.7194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.582,4
2279,FDW07,18.0,Regular,0.14297822300000002,Fruits and Vegetables,87.4514,OUT045,2002,,Tier 2,Supermarket Type1,796.9626,3
2280,FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.3792,4
2281,FDP01,20.75,Regular,0.10599465400000001,Breakfast,150.5682,OUT010,1998,,Tier 3,Grocery Store,762.341,0
2282,FDR20,20.0,Regular,0.0,Fruits and Vegetables,46.4744,OUT010,1998,,Tier 3,Grocery Store,45.2744,0
2283,FDU39,18.85,LF,0.036037952000000005,Meat,58.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,711.0744,3
2284,FDZ47,20.7,Regular,0.07928147599999999,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378,3
2285,NCX53,20.1,LF,0.025002878,Health and Hygiene,140.4154,OUT010,1998,,Tier 3,Grocery Store,567.2616,4
2286,NCE55,8.92,Low Fat,0.130191993,Household,176.83700000000002,OUT045,2002,,Tier 2,Supermarket Type1,2117.244,4
2287,FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,2
2288,FDZ33,10.195,Low Fat,0.10800453199999999,Snack Foods,148.7076,OUT017,2007,,Tier 2,Supermarket Type1,1330.2684,3
2289,NCI31,20.0,Low Fat,0.08131178,Others,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,439.42800000000005,1
2290,FDG50,7.405,Low Fat,0.015302763999999998,Canned,89.9146,OUT045,2002,,Tier 2,Supermarket Type1,2189.1504,2
2291,FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,,Tier 2,Supermarket Type1,2876.256,3
2292,DRD60,,Low Fat,0.065188619,Soft Drinks,181.1634,OUT019,1985,Small,Tier 1,Grocery Store,181.7634,4
2293,FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362,2
2294,FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,,Tier 2,Supermarket Type1,5946.9256,4
2295,FDD38,16.75,Regular,0.008208341999999999,Canned,102.8674,OUT045,2002,,Tier 2,Supermarket Type1,1528.011,0
2296,FDB41,19.0,Regular,0.09729472800000001,Frozen Foods,47.7718,OUT035,2004,Small,Tier 2,Supermarket Type1,1039.9796,3
2297,NCI43,,Low Fat,0.025842951,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,2
2298,FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998,,Tier 3,Grocery Store,205.0664,1
2299,NCF18,18.35,Low Fat,0.08916305599999999,Household,191.3504,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568,2
2300,FDX24,,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,1
2301,NCN29,15.2,Low Fat,0.012141036000000001,Health and Hygiene,48.7034,OUT045,2002,,Tier 2,Supermarket Type1,680.4476,4
2302,FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,1
2303,FDH12,9.6,Low Fat,0.08512595099999999,Baking Goods,107.12799999999999,OUT045,2002,,Tier 2,Supermarket Type1,1278.336,1
2304,FDC08,19.0,Regular,0.10403514800000001,Fruits and Vegetables,227.77200000000002,OUT017,2007,,Tier 2,Supermarket Type1,5206.556,1
2305,FDL38,13.8,Regular,0.014762987,Canned,90.7172,OUT045,2002,,Tier 2,Supermarket Type1,1338.2579999999998,1
2306,NCU05,11.8,Low Fat,0.058975504000000005,Health and Hygiene,81.7618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,2
2307,FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,OUT010,1998,,Tier 3,Grocery Store,418.1224,4
2308,DRK12,9.5,Low Fat,0.042056944000000006,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19,4
2309,NCY18,7.285,Low Fat,0.031151632999999998,Household,173.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,4902.9512,3
2310,NCR42,9.105,Low Fat,0.038699553,Household,33.79,OUT017,2007,,Tier 2,Supermarket Type1,199.74,1
2311,FDC51,10.895,Regular,0.009676286,Dairy,122.87299999999999,OUT017,2007,,Tier 2,Supermarket Type1,3448.844,4
2312,FDM36,11.65,Regular,0.05871972599999999,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.5174,4
2313,NCE55,8.92,Low Fat,0.130663423,Household,175.237,OUT017,2007,,Tier 2,Supermarket Type1,2117.244,4
2314,FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102,OUT013,1987,High,Tier 3,Supermarket Type1,2916.204,2
2315,DRM49,6.11,Regular,0.151827552,Soft Drinks,43.0086,OUT013,1987,High,Tier 3,Supermarket Type1,490.6946,1
2316,FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,3430.2016,2
2317,FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486,3
2318,FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,4
2319,FDK58,,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.8384,4
2320,FDE02,8.71,Low Fat,0.12125037400000001,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,3
2321,FDZ20,16.1,Low Fat,0.057422821,Fruits and Vegetables,253.7356,OUT010,1998,,Tier 3,Grocery Store,508.6712,0
2322,DRZ11,8.85,Regular,0.112893431,Soft Drinks,123.3388,OUT045,2002,,Tier 2,Supermarket Type1,2972.1312,0
2323,FDY59,8.195,Low Fat,0.0,Baking Goods,93.1462,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.8234,0
2324,FDG21,17.35,Regular,0.14689586599999999,Seafood,149.605,OUT018,2009,Medium,Tier 3,Supermarket Type2,3745.125,1
2325,FDU45,,Regular,0.06216667,Snack Foods,112.3518,OUT019,1985,Small,Tier 1,Grocery Store,683.1108,1
2326,NCA29,10.5,Low Fat,0.027271252000000003,Household,171.6106,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.659,1
2327,DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208,0
2328,FDB36,,Regular,0.048292189000000006,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,1
2329,FDW12,8.315,Regular,0.035644325,Baking Goods,147.1444,OUT045,2002,,Tier 2,Supermarket Type1,870.8664,2
2330,FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.9320000000002,1
2331,FDB32,,Low Fat,0.023339367000000003,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,4036.7454,3
2332,FDH57,,Low Fat,0.035574413,Fruits and Vegetables,131.4284,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644,0
2333,FDQ03,,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744,0
2334,NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,2007,,Tier 2,Supermarket Type1,4262.4516,2
2335,FDE50,,Regular,0.01612717,Canned,189.3556,OUT027,1985,Medium,Tier 3,Supermarket Type3,2253.0672,1
2336,FDJ21,16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,2007,,Tier 2,Supermarket Type1,4811.7366,4
2337,FDM25,10.695,Regular,0.061008889000000004,Breakfast,177.5712,OUT017,2007,,Tier 2,Supermarket Type1,2636.5679999999998,2
2338,NCW54,7.5,Low Fat,0.09660879,Household,56.9588,OUT045,2002,,Tier 2,Supermarket Type1,744.3644,1
2339,DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,,Tier 3,Grocery Store,467.3916,2
2340,FDN58,13.8,Regular,0.056872392,Snack Foods,231.1984,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.3648,1
2341,FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.95100000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1644.526,4
2342,NCM31,6.095,Low Fat,0.08152738,Others,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002,1
2343,NCX54,9.195,Low Fat,0.048050783,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952,3
2344,NCM43,,Low Fat,0.03409886,Others,162.621,OUT019,1985,Small,Tier 1,Grocery Store,815.605,2
2345,FDS21,,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,1
2346,FDM56,16.7,Low Fat,0.07058862099999999,Fruits and Vegetables,107.9912,OUT017,2007,,Tier 2,Supermarket Type1,1419.4856,0
2347,FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,0
2348,FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,3558.0352,2
2349,FDY56,16.35,Regular,0.062411404000000004,Fruits and Vegetables,225.9062,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488,0
2350,FDW46,13.0,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904,1
2351,NCQ54,17.7,Low Fat,0.012567811000000002,Household,168.4474,OUT045,2002,,Tier 2,Supermarket Type1,2358.2636,3
2352,FDL56,14.1,Low Fat,0.12575682400000002,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,Supermarket Type1,2529.3742,1
2353,FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28,1
2354,NCX42,6.36,Low Fat,0.006012413,Household,163.0526,OUT017,2007,,Tier 2,Supermarket Type1,1644.526,0
2355,FDB40,17.5,Regular,0.012620221000000001,Dairy,144.8102,OUT010,1998,,Tier 3,Grocery Store,291.6204,0
2356,FDP44,16.5,Regular,0.079713576,Fruits and Vegetables,101.3332,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.9979999999998,1
2357,NCH07,13.15,Low Fat,0.092811105,Household,159.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.9704,4
2358,FDW59,13.15,Low Fat,0.020757926,Breads,84.3566,OUT045,2002,,Tier 2,Supermarket Type1,761.0094,0
2359,FDL02,,Regular,0.182236555,Canned,107.1622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244,2
2360,FDX56,17.1,Regular,0.0,Fruits and Vegetables,208.5638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.6588,1
2361,FDL20,,Low Fat,0.224837308,Fruits and Vegetables,112.7886,OUT019,1985,Small,Tier 1,Grocery Store,222.3772,4
